run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,7578e21d-5469-4361-b487-6be20a7fe8a9,,infra.huilerie,501,,,,Geometrie source absente.,Ste Nouvelles huiles Abdo,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,f9a61577-392f-4852-bcb9-971bece5e193,,infra.huilerie,504,,,,Geometrie source absente.,SILICO,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,14935d0b-4789-4d58-a1de-c17f1c32d1f6,,infra.huilerie,505,,,,Geometrie source absente.,Ste BOUAYAD ,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,9be193a5-aecd-4cd7-ac95-06e20a7eb005,,infra.huilerie,506,,,,Geometrie source absente.,Ste BOUAANAN,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,ff4700d5-c807-44d2-bc3d-b0f2f3694514,,infra.huilerie,508,,,,Geometrie source absente.,Ste Ben Chekroun Jamai,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,5807db92-1753-4384-96b3-67963fd26951,,infra.huilerie,509,,,,Geometrie source absente.,Idriss Hadachi,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,3a98360a-adb7-4fd0-9cbc-e7816b050e8f,,infra.huilerie,510,,,,Geometrie source absente.,Dika Food,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,1aaa09b1-0506-4024-892a-e051e35eb5d9,,infra.huilerie,511,,,,Geometrie source absente.,Oli Argana,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,01d2e0f5-f3d9-495c-9e2f-ada56b827da5,,infra.huilerie,512,,,,Geometrie source absente.,Larbi de huile et céreales,,,,HUILERIE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,b1d8d441-be39-4c03-ae62-7eed638650ac,,infra.rejet_domestique,1,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,52261c4a-8c85-49d8-bd28-29e58e3c881b,,infra.rejet_domestique,16,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,c55f5832-341c-4b61-9363-ad1a0f7b6e6d,,infra.rejet_domestique,169,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,a4a6e49b-223b-4443-94ed-980680115801,,infra.rejet_domestique,17,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,8dec5f0e-eb3b-4507-8a6b-edfd86d89332,,infra.rejet_domestique,171,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,8d1a02c9-985b-4885-a8a5-453d8f2c3281,,infra.rejet_domestique,174,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,8a5827e4-dd04-4195-ae70-e15cdb426193,,infra.rejet_domestique,178,,,,Geometrie source absente.,,,,,REJET_DOMESTIQUE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
